Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00  526340/1052756     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::base() const [74]
-----------------------------------------------
                0.01    0.00  263168/263168      void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
[44]     0.2    0.01    0.00  263168         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator++() [44]
-----------------------------------------------
                0.01    0.00  263165/263165      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[45]     0.2    0.01    0.00  263165         cv::Mat::Mat(cv::Mat const&) [45]
                0.00    0.00  526330/526330      cv::Mat::MStep::operator[](int) [89]
                0.00    0.00  526330/526330      cv::Mat::MStep::operator[](int) const [90]
                0.00    0.00  263165/263167      cv::Mat::MSize::MSize(int*) [100]
                0.00    0.00  263165/263167      cv::Mat::MStep::MStep() [101]
-----------------------------------------------
                0.01    0.00  263165/263165      nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[46]     0.2    0.01    0.00  263165         cv::Point_<int>::Point_() [46]
-----------------------------------------------
                0.01    0.00       1/1           main [1]
[47]     0.2    0.01    0.00       1         approx_cost(cv::Mat const&) [47]
                0.00    0.00  263169/263169      float const& cv::Mat::at<float>(int, int) const [96]
-----------------------------------------------
                0.00    0.01       1/1           process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[48]     0.2    0.00    0.01       1         cv::Mat_<unsigned char>::Mat_(int, int, unsigned char const&) [48]
                0.00    0.01       1/1           cv::Mat_<unsigned char>::operator=(unsigned char const&) [49]
                0.00    0.00       1/2           cv::Mat::Mat(int, int, int) [131]
-----------------------------------------------
                0.00    0.01       1/1           cv::Mat_<unsigned char>::Mat_(int, int, unsigned char const&) [48]
[49]     0.2    0.00    0.01       1         cv::Mat_<unsigned char>::operator=(unsigned char const&) [49]
                0.01    0.00       1/1           cv::Scalar_<double>::Scalar_(double) [50]
-----------------------------------------------
                0.01    0.00       1/1           cv::Mat_<unsigned char>::operator=(unsigned char const&) [49]
[50]     0.2    0.01    0.00       1         cv::Scalar_<double>::Scalar_(double) [50]
                0.00    0.00       1/1           cv::Vec<double, 4>::Vec() [137]
-----------------------------------------------
                                                 <spontaneous>
[51]     0.2    0.01    0.00                 __gnu_cxx::new_allocator<float>::destroy(float*) [51]
-----------------------------------------------
                0.01    0.00 1578990/1578990     std::vector<float, std::allocator<float> >::max_size() const [53]
[52]     0.1    0.01    0.00 1578990         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [52]
-----------------------------------------------
                0.00    0.01 1578990/1578990     std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [33]
[53]     0.1    0.00    0.01 1578990         std::vector<float, std::allocator<float> >::max_size() const [53]
                0.01    0.00 1578990/1578990     std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() const [52]
                0.00    0.00 1578990/2368485     __gnu_cxx::new_allocator<float>::max_size() const [71]
-----------------------------------------------
                                                 <spontaneous>
[54]     0.1    0.01    0.00                 float* std::__copy_move_backward_a<false, float*, float*>(float*, float*, float*) [54]
-----------------------------------------------
                0.00    0.00 3157980/3157980     float* std::copy<float*, float*>(float*, float*, float*) [15]
[55]     0.1    0.00    0.00 3157980         std::_Miter_base<float*>::iterator_type std::__miter_base<float*>(float*) [55]
                0.00    0.00 3157980/7894950     std::_Iter_base<float*, false>::_S_base(float*) [39]
-----------------------------------------------
                0.00    0.00  263168/263168      void std::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [58]
[56]     0.1    0.00    0.00  263168         void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [56]
                0.00    0.00  263168/263168      void std::swap<cv::Point_<int> >(cv::Point_<int>&, cv::Point_<int>&) [57]
                0.00    0.00  526336/526336      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator*() const [88]
-----------------------------------------------
                0.00    0.00  263168/263168      void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [56]
[57]     0.1    0.00    0.00  263168         void std::swap<cv::Point_<int> >(cv::Point_<int>&, cv::Point_<int>&) [57]
                0.00    0.00  526336/15281213     cv::Point_<int>::operator=(cv::Point_<int> const&) [30]
                0.00    0.00  263168/18963489     cv::Point_<int>::Point_(cv::Point_<int> const&) [18]
-----------------------------------------------
                0.00    0.00  263168/263168      void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
[58]     0.1    0.00    0.00  263168         void std::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [58]
                0.00    0.00  263168/263168      void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [56]
-----------------------------------------------
                0.00    0.00       4/4           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [60]
[59]     0.0    0.00    0.00       4         void std::_Construct<std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, std::pair<unsigned char, float> const&) [59]
                0.00    0.00       4/1840120     operator new(unsigned long, void*) [16]
-----------------------------------------------
                0.00    0.00       1/1           void std::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [63]
[60]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [60]
                0.00    0.00       4/4           void std::_Construct<std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, std::pair<unsigned char, float> const&) [59]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::vector(unsigned long, std::pair<unsigned char, float> const&, std::allocator<std::pair<unsigned char, float> > const&) [62]
[61]     0.0    0.00    0.00       1         std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::_M_fill_initialize(unsigned long, std::pair<unsigned char, float> const&) [61]
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&, std::allocator<std::pair<unsigned char, float> >&) [64]
                0.00    0.00       1/2           std::_Vector_base<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::_M_get_Tp_allocator() [134]
-----------------------------------------------
                0.00    0.00       1/1           process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[62]     0.0    0.00    0.00       1         std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::vector(unsigned long, std::pair<unsigned char, float> const&, std::allocator<std::pair<unsigned char, float> > const&) [62]
                0.00    0.00       1/1           std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::_M_fill_initialize(unsigned long, std::pair<unsigned char, float> const&) [61]
                0.00    0.00       1/1           std::_Vector_base<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::_Vector_base(unsigned long, std::allocator<std::pair<unsigned char, float> > const&) [160]
-----------------------------------------------
                0.00    0.00       1/1           void std::__uninitialized_fill_n_a<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&, std::allocator<std::pair<unsigned char, float> >&) [64]
[63]     0.0    0.00    0.00       1         void std::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [63]
                0.00    0.00       1/1           void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [60]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::_M_fill_initialize(unsigned long, std::pair<unsigned char, float> const&) [61]
[64]     0.0    0.00    0.00       1         void std::__uninitialized_fill_n_a<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float>, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&, std::allocator<std::pair<unsigned char, float> >&) [64]
                0.00    0.00       1/1           void std::uninitialized_fill_n<std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> >(std::pair<unsigned char, float>*, unsigned long, std::pair<unsigned char, float> const&) [63]
-----------------------------------------------
                0.00    0.00 1578990/3157980     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
                0.00    0.00 1578990/3157980     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [85]
[69]     0.0    0.00    0.00 3157980         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [69]
-----------------------------------------------
                0.00    0.00  263165/2631650     std::vector<float, std::allocator<float> >::~vector() [112]
                0.00    0.00 2368485/2631650     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[70]     0.0    0.00    0.00 2631650         std::_Vector_base<float, std::allocator<float> >::_M_get_Tp_allocator() [70]
-----------------------------------------------
                0.00    0.00  789495/2368485     __gnu_cxx::new_allocator<float>::allocate(unsigned long, void const*) [41]
                0.00    0.00 1578990/2368485     std::vector<float, std::allocator<float> >::max_size() const [53]
[71]     0.0    0.00    0.00 2368485         __gnu_cxx::new_allocator<float>::max_size() const [71]
-----------------------------------------------
                0.00    0.00 2105320/2105320     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[72]     0.0    0.00    0.00 2105320         std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >::operator[](unsigned long) [72]
-----------------------------------------------
                0.00    0.00  789495/1578990     std::vector<float, std::allocator<float> >::end() [86]
                0.00    0.00  789495/1578990     std::vector<float, std::allocator<float> >::begin() [87]
[73]     0.0    0.00    0.00 1578990         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [73]
-----------------------------------------------
                0.00    0.00      40/1052756     std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
                0.00    0.00  526340/1052756     bool __gnu_cxx::operator!=<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [43]
                0.00    0.00  526376/1052756     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::difference_type __gnu_cxx::operator-<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [93]
[74]     0.0    0.00    0.00 1052756         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::base() const [74]
-----------------------------------------------
                0.00    0.00 1052668/1052668     process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[75]     0.0    0.00    0.00 1052668         std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::operator[](unsigned long) [75]
-----------------------------------------------
                0.00    0.00 1052660/1052660     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[76]     0.0    0.00    0.00 1052660         unsigned char& cv::Mat::at<unsigned char>(int, int) [76]
-----------------------------------------------
                0.00    0.00 1052660/1052660     void std::_Destroy<float*>(float*, float*) [81]
[77]     0.0    0.00    0.00 1052660         void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [77]
-----------------------------------------------
                0.00    0.00  263165/1052660     std::_Vector_base<float, std::allocator<float> >::~_Vector_base() [110]
                0.00    0.00  789495/1052660     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[78]     0.0    0.00    0.00 1052660         std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [78]
                0.00    0.00  789495/789495      __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00 1052660/1052660     nearestNeighbors(cv::Point_<int>, cv::Mat, cv::Mat_<unsigned char>&, std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > >&) [4]
[79]     0.0    0.00    0.00 1052660         std::vector<float, std::allocator<float> >::operator[](unsigned long) [79]
-----------------------------------------------
                0.00    0.00 1052660/1052660     variance(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, float) [37]
[80]     0.0    0.00    0.00 1052660         std::pow(float, int) [80]
-----------------------------------------------
                0.00    0.00 1052660/1052660     void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [82]
[81]     0.0    0.00    0.00 1052660         void std::_Destroy<float*>(float*, float*) [81]
                0.00    0.00 1052660/1052660     void std::_Destroy_aux<true>::__destroy<float*>(float*, float*) [77]
-----------------------------------------------
                0.00    0.00  263165/1052660     std::vector<float, std::allocator<float> >::~vector() [112]
                0.00    0.00  789495/1052660     std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[82]     0.0    0.00    0.00 1052660         void std::_Destroy<float*, float>(float*, float*, std::allocator<float>&) [82]
                0.00    0.00 1052660/1052660     void std::_Destroy<float*>(float*, float*) [81]
-----------------------------------------------
                0.00    0.00      20/789515      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00  789495/789515      std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [33]
[83]     0.0    0.00    0.00  789515         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [83]
-----------------------------------------------
                0.00    0.00  789495/789495      std::_Vector_base<float, std::allocator<float> >::_M_deallocate(float*, unsigned long) [78]
[84]     0.0    0.00    0.00  789495         __gnu_cxx::new_allocator<float>::deallocate(float*, unsigned long) [84]
-----------------------------------------------
                0.00    0.00  789495/789495      std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[85]     0.0    0.00    0.00  789495         __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::difference_type __gnu_cxx::operator-<float*, std::vector<float, std::allocator<float> > >(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&, __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > > const&) [85]
                0.00    0.00 1578990/3157980     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::base() const [69]
-----------------------------------------------
                0.00    0.00  789495/789495      std::vector<float, std::allocator<float> >::push_back(float const&) [8]
[86]     0.0    0.00    0.00  789495         std::vector<float, std::allocator<float> >::end() [86]
                0.00    0.00  789495/1578990     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [73]
-----------------------------------------------
                0.00    0.00  789495/789495      std::vector<float, std::allocator<float> >::_M_insert_aux(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [9]
[87]     0.0    0.00    0.00  789495         std::vector<float, std::allocator<float> >::begin() [87]
                0.00    0.00  789495/1578990     __gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >::__normal_iterator(float* const&) [73]
-----------------------------------------------
                0.00    0.00  526336/526336      void std::__iter_swap<true>::iter_swap<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [56]
[88]     0.0    0.00    0.00  526336         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator*() const [88]
-----------------------------------------------
                0.00    0.00  526330/526330      cv::Mat::Mat(cv::Mat const&) [45]
[89]     0.0    0.00    0.00  526330         cv::Mat::MStep::operator[](int) [89]
-----------------------------------------------
                0.00    0.00  526330/526330      cv::Mat::Mat(cv::Mat const&) [45]
[90]     0.0    0.00    0.00  526330         cv::Mat::MStep::operator[](int) const [90]
-----------------------------------------------
                0.00    0.00      80/263250      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_check_len(unsigned long, char const*) const [127]
                0.00    0.00  263170/263250      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[91]     0.0    0.00    0.00  263250         std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::size() const [91]
-----------------------------------------------
                0.00    0.00      21/263211      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::begin() [122]
                0.00    0.00      21/263211      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::end() [121]
                0.00    0.00  263169/263211      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator+(long const&) const [97]
[92]     0.0    0.00    0.00  263211         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::__normal_iterator(cv::Point_<int>* const&) [92]
-----------------------------------------------
                0.00    0.00      20/263188      std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > >::_M_insert_aux(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, cv::Point_<int> const&) [25]
                0.00    0.00  263168/263188      void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
[93]     0.0    0.00    0.00  263188         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::difference_type __gnu_cxx::operator-<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > const&) [93]
                0.00    0.00  526376/1052756     __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::base() const [74]
-----------------------------------------------
                0.00    0.00  263169/263169      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[94]     0.0    0.00    0.00  263169         float& cv::Mat::at<float>(cv::Point_<int>) [94]
-----------------------------------------------
                0.00    0.00  263169/263169      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[95]     0.0    0.00    0.00  263169         cv::Mat_<unsigned char>::operator()(cv::Point_<int>) [95]
-----------------------------------------------
                0.00    0.00  263169/263169      approx_cost(cv::Mat const&) [47]
[96]     0.0    0.00    0.00  263169         float const& cv::Mat::at<float>(int, int) const [96]
-----------------------------------------------
                0.00    0.00  263169/263169      void std::random_shuffle<__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > > >(__gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >, __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >) [35]
[97]     0.0    0.00    0.00  263169         __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::operator+(long const&) const [97]
                0.00    0.00  263169/263211      __gnu_cxx::__normal_iterator<cv::Point_<int>*, std::vector<cv::Point_<int>, std::allocator<cv::Point_<int> > > >::__normal_iterator(cv::Point_<int>* const&) [92]
-----------------------------------------------
                0.00    0.00  263168/263168      cv::Mat::~Mat() [99]
[98]     0.0    0.00    0.00  263168         cv::Mat::release() [98]
-----------------------------------------------
                0.00    0.00       1/263168      cv::Mat_<unsigned char>::~Mat_() [138]
                0.00    0.00       2/263168      main [1]
                0.00    0.00  263165/263168      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[99]     0.0    0.00    0.00  263168         cv::Mat::~Mat() [99]
                0.00    0.00  263168/263168      cv::Mat::release() [98]
-----------------------------------------------
                0.00    0.00       2/263167      cv::Mat::Mat(int, int, int) [131]
                0.00    0.00  263165/263167      cv::Mat::Mat(cv::Mat const&) [45]
[100]    0.0    0.00    0.00  263167         cv::Mat::MSize::MSize(int*) [100]
-----------------------------------------------
                0.00    0.00       2/263167      cv::Mat::Mat(int, int, int) [131]
                0.00    0.00  263165/263167      cv::Mat::Mat(cv::Mat const&) [45]
[101]    0.0    0.00    0.00  263167         cv::Mat::MStep::MStep() [101]
-----------------------------------------------
                0.00    0.00  263165/263165      process_randomly(cv::Mat&, float (*)(std::vector<std::pair<unsigned char, float>, std::allocator<std::pair<unsigned char, float> > > const&, unsigned char), int) [2]
[102]    0.0    0.00    0.00  263165         unsigned char& cv::Mat::at<unsigned char>(cv::Point_<int>) [102]
-----------------------------------------------
                0.00    0.00  263165/263165      std::allocator<float>::allocator() [105]
[103]    0.0    0.00    0.00  263165         __gnu_cxx::new_allocator<float>::new_allocator() [103]
-----------------------------------------------
                0.00    0.00  263165/263165      std::allocator<float>::~allocator() [106]
[104]    0.0    0.00    0.00  263165         __gnu_cxx::new_allocator<float>::~new_allocator() [104]
-----------------------------------------------
                0.00    0.00  263165/263165      std::_Vector_base<float, std::allocator<float> >::_Vector_impl::_Vector_impl() [107]
[105]    0.0    0.00    0.00  263165         std::allocator<float>::allocator() [105]
